AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,year,month,neutralized,Mix
A681232,Sadie,2014-06-20 13:44:00,Transfer,Dog,Female,2.0,Queensland Heeler,Blue Merle/Black,2014,6,True,True
A687918,Isaac,2014-12-07 18:13:00,Adoption,Cat,Male,0.25,Domestic Longhair,Black,2014,12,True,True
A697287,Misha,2015-02-26 18:06:00,Adoption,Dog,Female,0.5,Blue Lacy,Blue/White,2015,2,True,True
A609889,Lulu,2015-05-25 15:05:00,Return_to_owner,Dog,Female,3.0,Yorkshire Terrier,Tricolor,2015,5,True,False
A712044,Owen,2015-09-22 18:09:00,Adoption,Dog,Male,0.16666666666666666,German Shepherd,Red/Black,2015,9,True,False
A670646,Beethoven,2014-01-15 13:11:00,Return_to_owner,Dog,Female,0.16666666666666666,Bernese Mountain Dog,Black/White,2014,1,True,True
A671291,Remus,2014-01-22 14:04:00,Return_to_owner,Cat,Male,2.0,Domestic Shorthair,Brown Tabby,2014,1,True,True
A708534,,2015-08-01 12:47:00,Transfer,Dog,Male,0.0576923076923077,Pit Bull,Brown/White,2015,8,False,True
A672607,Shiner,2014-02-13 18:15:00,Return_to_owner,Dog,Male,2.0,Jack Russell Terrier,White/Tan,2014,2,True,True
A713165,Reaver,2015-10-31 13:41:00,Died,Cat,Male,0.5,Domestic Shorthair,Brown Tabby/White,2015,10,True,True
A640235,Lucy,2015-07-30 15:55:00,Return_to_owner,Dog,Female,4.0,Miniature Poodle,White,2015,7,True,True
A719496,Cate,2016-01-22 11:32:00,Transfer,Dog,Female,0.16666666666666666,Shih Tzu,White/Brown,2016,1,False,True
A662220,Olivia,2013-10-25 11:42:00,Adoption,Cat,Female,0.16666666666666666,Domestic Medium Hair,Tortie Point,2013,10,True,True
A719618,Alice,2016-01-24 18:42:00,Return_to_owner,Dog,Female,1.0,Siberian Husky,Red,2016,1,True,True
A706092,,2015-06-24 16:39:00,Transfer,Cat,,0.0576923076923077,Domestic Shorthair,Blue/White,2015,6,,True
A707685,Doc,2015-08-21 15:43:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Black/White,2015,8,True,True
A715097,Sasha,2015-10-31 14:23:00,Return_to_owner,Dog,Female,6.0,Labrador Retriever,White,2015,10,True,True
A717316,Finn,2015-12-28 18:11:00,Adoption,Dog,Male,3.0,Pit Bull,White/Brown,2015,12,True,True
A681193,,2014-06-19 16:56:00,Transfer,Dog,Female,0.4166666666666667,Labrador Retriever,Black/White,2014,6,False,True
A718787,Zip,2016-01-12 18:36:00,Adoption,Dog,Male,2.0,Pomeranian,Red/White,2016,1,True,True
A690778,Mcqueen,2014-10-26 15:37:00,Return_to_owner,Dog,Male,0.9166666666666666,Dachshund,Black/Tan,2014,10,True,False
A670807,Chino,2014-01-16 18:17:00,Return_to_owner,Dog,Male,3.0,Toy Poodle,Silver/Chocolate,2014,1,True,True
A708703,Lacey,2015-08-02 17:15:00,Adoption,Dog,Female,3.0,Chihuahua Shorthair,Yellow,2015,8,True,False
A680609,Rocko,2014-07-07 12:00:00,Adoption,Dog,Male,0.25,Chihuahua Shorthair,White/Tan,2014,7,True,True
A696485,Imelda,2015-02-12 14:42:00,Adoption,Dog,Female,0.75,Blue Lacy,Blue/White,2015,2,True,True
A687689,Buddha,2015-12-06 15:05:00,Adoption,Dog,Male,1.0,American Bulldog,White/Brown,2015,12,True,True
A695348,Jackie,2015-01-22 12:53:00,Return_to_owner,Dog,Male,7.0,Dachshund,Brown/Black,2015,1,True,False
A706953,,2015-07-06 11:33:00,Euthanasia,Dog,Female,0.5,Labrador Retriever,Yellow,2015,7,False,True
A668563,,2013-12-10 12:06:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby/White,2013,12,True,True
A696931,Nena,2015-05-09 12:20:00,Transfer,Dog,Female,3.0,Pit Bull,Black/White,2015,5,True,True
A709261,Oreo,2015-08-15 11:26:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black/White,2015,8,True,True
A626951,Cleo,2013-10-19 14:19:00,Adoption,Cat,Female,1.0,Domestic Shorthair,Tortie/White,2013,10,True,True
A698849,Hero,2015-05-16 12:18:00,Adoption,Dog,Male,0.25,Redbone Hound,Sable/Red,2015,5,True,True
A691610,,2014-11-08 09:00:00,Transfer,Cat,Male,0.6666666666666666,Domestic Shorthair,Black,2014,11,False,True
A679369,,2014-05-20 11:15:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,Calico,2014,5,False,True
A682517,Nena,2014-07-01 17:41:00,Return_to_owner,Dog,Female,1.0,Pit Bull,Black/Black Brindle,2014,7,True,True
A706165,,2015-06-26 10:14:00,Transfer,Cat,,2.0,Domestic Shorthair,Black,2015,6,,True
A690586,,2014-10-26 18:09:00,Adoption,Dog,Female,5.0,Chihuahua Longhair,White,2014,10,True,True
A686218,Sam,2014-08-18 16:46:00,Euthanasia,Cat,Female,0.08333333333333333,Domestic Medium Hair,Torbie/White,2014,8,False,True
A695585,Mika,2015-04-21 17:50:00,Transfer,Dog,Female,1.0,Black Mouth Cur,Tan/Black,2015,4,True,True
A688414,Boone,2014-09-26 11:20:00,Transfer,Dog,Male,8.0,Lhasa Apso,Buff,2014,9,True,False
A691870,Gambit,2014-11-21 17:05:00,Transfer,Dog,Male,7.0,Australian Cattle Dog,Blue Merle/White,2014,11,True,True
A677001,Yeti,2014-10-19 11:13:00,Euthanasia,Dog,Male,1.0,Pit Bull,Brown,2014,10,True,True
A673424,Clifford,2014-02-24 13:51:00,Return_to_owner,Dog,Male,12.0,Border Collie,White/Black,2014,2,True,True
A708200,,2015-07-24 13:14:00,Transfer,Cat,,0.010958904109589041,Domestic Shorthair,Blue,2015,7,,True
A665234,Salsa,2013-10-16 17:23:00,Return_to_owner,Dog,Female,1.0,Alaskan Husky,White,2013,10,True,True
A692879,Nukeem,2015-03-24 08:00:00,Return_to_owner,Dog,Male,3.0,English Bulldog,White/Black,2015,3,True,False
A687730,,2014-09-09 15:38:00,Transfer,Cat,Female,0.0576923076923077,Domestic Shorthair,Calico,2014,9,False,True
A707177,Lucie,2015-07-14 13:27:00,Transfer,Dog,Female,10.0,Miniature Schnauzer,Black/White,2015,7,False,True
A709881,,2015-08-15 09:00:00,Transfer,Cat,Female,0.25,Domestic Shorthair,Calico,2015,8,False,True
A679426,Willie,2014-05-31 17:02:00,Return_to_owner,Dog,Male,5.0,Chihuahua Shorthair,Black/Brown,2014,5,True,True
A709340,,2015-08-07 16:00:00,Transfer,Cat,Male,0.0576923076923077,Domestic Shorthair,White/Black,2015,8,False,True
A710659,Mochi,2015-09-05 16:54:00,Adoption,Dog,Female,2.0,Cairn Terrier,White/Black,2015,9,True,False
A666587,Minnie,2013-12-09 11:40:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Blue Tabby,2013,12,True,True
A712158,,2015-09-22 16:55:00,Transfer,Dog,Male,4.0,Basset Hound,White/Red,2015,9,True,True
A685517,Lucky,2014-08-09 11:11:00,Return_to_owner,Dog,Male,15.0,Miniature Poodle,Gray,2014,8,False,True
A685730,Willie,2014-08-17 17:29:00,Adoption,Dog,Male,0.16666666666666666,Labrador Retriever,Black/White,2014,8,True,True
A678991,,2014-05-15 11:26:00,Transfer,Cat,Male,0.010958904109589041,Domestic Medium Hair,Black,2014,5,False,True
A705624,,2015-06-19 00:00:00,Transfer,Dog,,0.08333333333333333,Boxer,Black,2015,6,,True
A673447,Zillah,2014-03-25 16:53:00,Return_to_owner,Cat,Female,15.0,Domestic Shorthair,Tortie,2014,3,True,True
A711688,,2015-09-10 05:36:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,Orange Tabby,2015,9,,True
A697244,Fluffy,2015-02-20 19:14:00,Return_to_owner,Dog,Male,1.0,Chow Chow,Red/Black,2015,2,False,True
A677426,Taco,2014-07-14 19:28:00,Adoption,Dog,Male,2.0,Chihuahua Shorthair,Tan,2014,7,True,True
A697780,Bugs,2015-04-17 16:36:00,Return_to_owner,Dog,Male,3.0,Boxer,Brown Brindle/White,2015,4,True,False
A719983,Caroline,2016-02-15 15:52:00,Adoption,Dog,Female,1.0,Australian Kelpie,Black/Tan,2016,2,True,True
A695240,Connor,2015-01-11 18:31:00,Return_to_owner,Dog,Male,7.0,Labrador Retriever,Black,2015,1,True,False
A711664,Anya,2015-09-19 15:30:00,Transfer,Cat,Female,0.08333333333333333,Siamese,Lynx Point,2015,9,False,True
A707869,,2015-07-19 14:25:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,Brown Tabby/White,2015,7,,True
A663967,,2014-01-15 12:25:00,Adoption,Dog,Female,0.3333333333333333,American Bulldog,White/Brown Brindle,2014,1,True,True
A708753,,2015-08-04 10:24:00,Euthanasia,Cat,Male,0.16666666666666666,Domestic Shorthair,White/Brown Tabby,2015,8,False,True
A686019,Smokie,2015-12-10 18:45:00,Return_to_owner,Dog,Male,2.0,Australian Cattle Dog,Blue/Black,2015,12,True,False
A677092,Jinx,2014-06-16 16:45:00,Adoption,Cat,Male,0.08333333333333333,Siamese,Lynx Point,2014,6,True,False
A711574,John,2015-10-11 14:07:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2015,10,False,True
A668078,Lulu,2014-01-11 18:15:00,Adoption,Cat,Female,0.5,Domestic Shorthair,Black/White,2014,1,True,True
A689525,Snowball,2014-10-15 14:44:00,Adoption,Cat,Female,10.0,Domestic Shorthair,White,2014,10,True,True
A702950,,2015-05-19 17:50:00,Transfer,Cat,,0.0054794520547945215,Domestic Shorthair,Gray/White,2015,5,,True
A689519,Little Boo,2014-10-23 11:59:00,Transfer,Dog,Female,1.0,Shih Tzu,Black/White,2014,10,False,False
A686649,Azul,2014-09-09 13:30:00,Transfer,Dog,Male,2.0,Pit Bull,Blue/White,2014,9,False,True
A716346,Tyson,2015-11-22 15:06:00,Transfer,Dog,Male,0.5833333333333334,Australian Cattle Dog,Red/White,2015,11,True,False
A695206,Gilbert,2015-04-11 18:03:00,Adoption,Dog,Male,3.0,Pit Bull,Blue/White,2015,4,True,True
A676604,,2014-04-20 18:20:00,Adoption,Dog,Male,2.0,Yorkshire Terrier,Black,2014,4,True,True
A712574,Sardine,2015-11-10 14:34:00,Adoption,Cat,Female,0.16666666666666666,Domestic Medium Hair,Tortie/White,2015,11,True,True
A665604,Pixie Stick,2014-02-20 13:39:00,Transfer,Dog,Female,1.0,Chihuahua Shorthair,Tan/White,2014,2,True,True
A674774,Brownie,2014-03-19 17:06:00,Return_to_owner,Dog,Male,6.0,German Shepherd,Brown/Black,2014,3,True,False
A709803,Gremlin,2015-08-13 13:34:00,Euthanasia,Dog,Female,16.0,Shih Tzu,Black,2015,8,False,True
A666484,,2013-11-02 11:26:00,Transfer,Dog,Male,0.25,Border Collie,Black/White,2013,11,False,True
A710135,Bite Cat,2015-08-19 09:00:00,Transfer,Cat,Female,2.0,Domestic Longhair,Blue,2015,8,True,True
A672177,Winston,2014-02-09 17:33:00,Adoption,Dog,Male,0.9166666666666666,Chihuahua Shorthair,Black,2014,2,True,True
A718078,Sam,2015-12-21 12:28:00,Return_to_owner,Dog,Male,13.0,Chow Chow,Tan,2015,12,False,False
A700881,,2015-04-25 18:41:00,Adoption,Dog,Female,3.0,Great Pyrenees,White,2015,4,True,True
A694009,Scout Jupe,2014-12-20 09:44:00,Return_to_owner,Dog,Male,3.0,Miniature Poodle,Black,2014,12,True,True
A679869,Edith,2014-06-20 13:46:00,Adoption,Dog,Female,7.0,Beagle,Black/Tan,2014,6,True,True
A674991,Lucy,2014-03-21 17:14:00,Transfer,Dog,Female,4.0,Pug,Tan,2014,3,True,False
A720908,,2016-02-17 15:07:00,Euthanasia,Cat,Male,,Domestic Longhair,Cream Tabby,2016,2,False,True
A705805,,2015-06-24 15:15:00,Transfer,Dog,Female,0.16666666666666666,Labrador Retriever,Black/White,2015,6,False,True
A692251,,2014-11-25 18:37:00,Transfer,Cat,,1.0,Domestic Shorthair,Blue,2014,11,,True
A666536,,2013-11-05 12:34:00,Euthanasia,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2013,11,False,True
A660676,Sybil,2015-01-18 15:31:00,Adoption,Dog,Female,3.0,German Shepherd,Sable,2015,1,True,True
A707132,Wobbles,2015-07-28 09:53:00,Adoption,Cat,Male,2.0,Domestic Medium Hair,Black,2015,7,True,True
A678673,Jamie,2014-05-17 13:23:00,Transfer,Cat,,0.08333333333333333,Domestic Shorthair,Black,2014,5,,True
A686077,,2014-08-17 09:00:00,Transfer,Cat,Male,0.3333333333333333,Domestic Shorthair,Brown Tabby,2014,8,False,True
A694219,Rowdy,2014-12-28 12:55:00,Adoption,Dog,Male,1.0,Beagle,White/Tan,2014,12,True,False
A718776,Clarence,2016-01-20 18:28:00,Adoption,Dog,Male,2.0,Pit Bull,Fawn/White,2016,1,True,True
A305112,Baylee,2014-04-05 12:16:00,Return_to_owner,Dog,Female,11.0,Rat Terrier,White/Brown,2014,4,True,False
A680875,Sandy,2014-06-09 19:33:00,Return_to_owner,Dog,Female,13.0,Chihuahua Shorthair,Tan,2014,6,False,True
A684082,Hitler,2014-07-30 17:09:00,Return_to_owner,Dog,Male,2.0,German Shepherd,Brown/Black,2014,7,True,True
A669561,,2013-12-23 13:58:00,Euthanasia,Dog,Male,5.0,Doberman Pinsch,Red/Tan,2013,12,False,True
A679189,Bambino,2014-05-19 17:35:00,Adoption,Cat,Male,0.16666666666666666,Domestic Longhair,Black/White,2014,5,True,True
A698303,Snow,2015-03-14 14:48:00,Adoption,Cat,Male,5.0,Siamese,Cream Tabby,2015,3,True,True
A675541,Caprice,2014-08-20 14:55:00,Transfer,Cat,Female,3.0,Domestic Shorthair,Brown Tabby,2014,8,True,True
A674921,Gale,2014-03-24 15:47:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Blue/White,2014,3,True,True
A559229,Duffy,2015-12-01 18:25:00,Return_to_owner,Dog,Male,8.0,Labrador Retriever,Chocolate/Tan,2015,12,True,False
A682420,Topo,2014-07-12 16:43:00,Adoption,Dog,Female,3.0,Blue Lacy,Fawn,2014,7,True,True
A678111,,2014-05-04 13:53:00,Transfer,Cat,Male,0.00821917808219178,Domestic Shorthair,Blue,2014,5,False,True
A706326,Mily,2015-07-18 19:04:00,Adoption,Dog,Female,1.0,Rat Terrier,Brown,2015,7,True,True
A672858,Tessa,2014-02-25 18:23:00,Transfer,Dog,Female,0.4166666666666667,Boxer,Black/White,2014,2,True,True
A713517,Flynn,2015-12-21 16:41:00,Adoption,Dog,Male,2.0,Pit Bull,Blue/White,2015,12,True,True
A691902,Chichita,2014-11-12 15:09:00,Euthanasia,Dog,Female,1.0,Labrador Retriever,Tan,2014,11,False,False
A588953,Petey,2013-12-14 13:39:00,Adoption,Dog,Male,7.0,American Bulldog,Black/White,2013,12,True,False
A687376,Jones,2014-09-08 18:26:00,Adoption,Dog,Male,0.16666666666666666,Australian Cattle Dog,Black/White,2014,9,True,True
A697789,,2015-04-24 17:26:00,Adoption,Cat,Female,0.08333333333333333,Domestic Shorthair,Blue,2015,4,True,True
A618106,Milo,2016-01-13 11:55:00,Return_to_owner,Dog,Male,5.0,Beagle,Tricolor,2016,1,True,False
A684925,,2014-08-10 18:11:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Tortie,2014,8,True,True
A696879,Pooney,2015-02-13 18:59:00,Transfer,Dog,Female,0.16666666666666666,Bruss Griffon,Brown,2015,2,False,True
A704006,Button,2015-06-09 13:40:00,Transfer,Cat,Male,0.08333333333333333,Domestic Shorthair,Orange Tabby,2015,6,False,True
A699773,,2015-04-02 17:26:00,Transfer,Dog,Male,0.08333333333333333,Australian Shepherd,Blue Merle,2015,4,False,False
A720106,,2016-02-02 19:06:00,Transfer,Dog,Female,0.16666666666666666,Cairn Terrier,Black/Tan,2016,2,False,True
A674455,Calypso,2014-03-22 16:39:00,Euthanasia,Dog,Female,3.0,Australian Cattle Dog,Tan,2014,3,True,False
A708067,,2015-07-22 14:49:00,Transfer,Cat,Female,0.038461538461538464,Domestic Shorthair,Calico,2015,7,False,True
A707821,Gus,2015-08-15 15:36:00,Adoption,Dog,Male,3.0,Bruss Griffon,Buff,2015,8,True,True
A684916,Domino,2014-08-28 14:05:00,Adoption,Dog,Male,1.0,Pointer,White/Black,2014,8,True,False
A710832,,2015-09-04 18:44:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby/White,2015,9,True,True
A677868,Sundae,2014-06-20 13:56:00,Transfer,Dog,Male,2.0,Pit Bull,White/Chocolate,2014,6,True,True
A712141,,2015-09-18 11:41:00,Transfer,Cat,,0.01643835616438356,Domestic Medium Hair,Black/White,2015,9,,True
A651568,Amber,2014-11-05 12:10:00,Transfer,Cat,Female,1.0,Domestic Shorthair,Tortie/Blue Cream,2014,11,True,True
A706441,Rupert,2015-12-22 11:41:00,Adoption,Dog,Male,1.0,Australian Cattle Dog,Tricolor,2015,12,True,True
A697296,Meadow,2015-03-01 15:04:00,Transfer,Dog,Female,1.0,Australian Shepherd,Tan/White,2015,3,True,True
A719758,Lucy,2016-01-28 11:53:00,Return_to_owner,Dog,Female,2.0,Pit Bull,Brown Brindle/White,2016,1,True,True
A698641,Sampson,2015-03-15 14:01:00,Euthanasia,Dog,Male,10.0,Pit Bull,Brown Brindle/White,2015,3,True,True
A684693,Vicente,2014-07-31 17:19:00,Adoption,Dog,Male,0.3333333333333333,Manchester Terrier,Black/Tan,2014,7,True,True
A676259,Bowser,2014-04-23 12:25:00,Adoption,Dog,Male,3.0,Chihuahua Longhair,White/Brown,2014,4,True,True
A707292,Bella,2015-08-14 13:29:00,Adoption,Dog,Female,0.16666666666666666,Chihuahua Longhair,Tricolor/Brown,2015,8,True,True
A710490,,2015-08-24 16:20:00,Euthanasia,Cat,Male,0.25,Siamese,Lynx Point,2015,8,False,True
A708158,Lucky,2015-07-27 13:50:00,Transfer,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby,2015,7,False,True
A703664,,2015-05-27 18:06:00,Euthanasia,Cat,Male,2.0,Domestic Shorthair,Brown Tabby,2015,5,False,True
A686142,Luka,2015-03-25 18:10:00,Return_to_owner,Dog,Male,0.8333333333333334,Great Dane,Black/White,2015,3,True,False
A701681,,2015-05-03 12:48:00,Transfer,Cat,Male,0.019230769230769232,Domestic Shorthair,Orange Tabby,2015,5,False,True
A681974,,2014-06-23 09:00:00,Transfer,Cat,Female,2.0,Domestic Shorthair,White/Brown Tabby,2014,6,False,True
A671167,Milo,2014-02-16 16:33:00,Adoption,Cat,Male,0.5833333333333334,Domestic Shorthair,Black/White,2014,2,True,True
A709220,Pockets,2015-10-18 18:17:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2015,10,True,True
A693191,,2014-12-13 17:10:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby/White,2014,12,True,True
A699452,Benito,2015-04-06 12:26:00,Adoption,Dog,Male,2.0,Chihuahua Longhair,White/Black,2015,4,True,True
A677793,Orlith,2014-07-13 18:26:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Black,2014,7,True,True
A670789,,2014-01-15 09:53:00,Transfer,Cat,Male,0.6666666666666666,Domestic Longhair,Orange Tabby,2014,1,False,True
A700198,Milo,2015-04-11 17:57:00,Adoption,Cat,Male,0.5833333333333334,Siamese,Flame Point,2015,4,True,True
A691866,,2014-11-25 18:34:00,Transfer,Cat,Female,1.0,Domestic Shorthair,White/Blue Tabby,2014,11,False,True
A659414,Ginger,2014-03-05 17:58:00,Adoption,Dog,Female,0.9166666666666666,Chihuahua Shorthair,Brown,2014,3,True,True
A711659,Ramona,2015-09-19 15:30:00,Transfer,Cat,Female,0.08333333333333333,Domestic Shorthair,Black Smoke,2015,9,False,True
A664178,,2013-10-06 13:38:00,Transfer,Dog,Female,0.4166666666666667,Labrador Retriever,Tan,2013,10,False,False
A721109,Oliver,2016-02-21 16:32:00,Return_to_owner,Dog,Male,3.0,Cavalier Span,Tricolor,2016,2,True,False
A705742,Rachel,2015-07-18 17:43:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby/White,2015,7,True,True
A712434,Brook,2016-01-18 12:19:00,Transfer,Dog,Female,1.0,Pit Bull,White/Black,2016,1,True,True
A674152,Joel,2014-03-16 19:03:00,Adoption,Dog,Male,1.0,Catahoula,Yellow,2014,3,True,False
A676919,Suca,2014-04-17 13:39:00,Transfer,Dog,Female,0.25,Chihuahua Shorthair,Tan/White,2014,4,False,True
A712649,Cecily,2015-11-14 16:00:00,Adoption,Cat,Female,0.25,Domestic Medium Hair,Tortie,2015,11,True,True
A699906,,2015-04-15 18:17:00,Transfer,Cat,Male,0.019230769230769232,Domestic Shorthair,Blue Tabby,2015,4,False,True
A680063,Mars,2014-06-11 16:08:00,Adoption,Dog,Male,1.0,Catahoula,Brown Merle/White,2014,6,True,True
A676281,Misha,2014-04-17 13:50:00,Transfer,Dog,Female,1.0,Anatol Shepherd,Brown/White,2014,4,True,True
A708913,Shyla,2015-08-12 11:56:00,Adoption,Dog,Female,2.0,Chihuahua Shorthair,Fawn,2015,8,True,True
A682343,Lulu,2014-08-15 18:58:00,Adoption,Dog,Female,0.4166666666666667,Chihuahua Shorthair,Black/Tan,2014,8,True,False
A714096,Mandy,2015-12-29 13:11:00,Adoption,Cat,Female,0.25,Domestic Shorthair,Brown Tabby,2015,12,True,True
A707954,Kitty,2015-07-29 12:14:00,Return_to_owner,Cat,Female,17.0,Domestic Shorthair,Tortie,2015,7,True,True
A697209,,2015-02-20 15:56:00,Transfer,Cat,Male,0.08333333333333333,Domestic Medium Hair,Brown Tabby,2015,2,False,True
A711261,,2015-10-24 17:53:00,Adoption,Dog,Female,0.08333333333333333,Flat Coat Retriever,Black/Brown,2015,10,True,False
A698675,Parker,2015-12-08 00:00:00,Transfer,Dog,Male,2.0,Pit Bull,Black/White,2015,12,True,True
A688554,Thunder,2014-10-07 16:46:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2014,10,True,True
A709082,Daisy,2015-09-01 17:14:00,Transfer,Cat,Female,2.0,Domestic Shorthair,Brown Tabby,2015,9,True,True
A708404,,2015-07-31 14:33:00,Transfer,Dog,Male,0.4166666666666667,Pit Bull,Blue,2015,7,False,True
A715552,Giselle,2015-12-19 16:05:00,Adoption,Cat,Female,0.75,Domestic Shorthair,Orange Tabby/White,2015,12,True,True
A682324,,2014-06-30 18:23:00,Adoption,Dog,Female,0.16666666666666666,Norwich Terrier,Red,2014,6,True,True
A711803,,2015-09-12 14:29:00,Transfer,Cat,,0.038461538461538464,Domestic Shorthair,Brown Tabby,2015,9,,True
A639145,Miso,2015-05-03 14:09:00,Adoption,Dog,Male,5.0,Pit Bull,White/Brown Brindle,2015,5,True,True
A701596,Bruce Bruce,2015-05-26 17:52:00,Adoption,Dog,Male,2.0,Presa Canario,Brown Brindle/White,2015,5,True,True
A719555,Pinto,2016-01-24 18:11:00,Return_to_owner,Dog,Male,0.5,Podengo Pequeno,Brown/White,2016,1,True,True
A665388,,2013-10-17 13:32:00,Transfer,Cat,Male,0.038461538461538464,Domestic Shorthair,Cream Tabby,2013,10,False,True
A692037,,2014-11-14 13:43:00,Transfer,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2014,11,False,True
A674872,Lady,2014-03-20 11:10:00,Return_to_owner,Dog,Female,2.0,Jack Russell Terrier,White/Brown,2014,3,True,False
A664089,Crissy,2013-10-06 18:19:00,Adoption,Dog,Female,8.0,Dachshund,Tricolor,2013,10,True,True
A689275,Niblet,2014-12-08 18:21:00,Adoption,Cat,Male,0.25,Domestic Shorthair,Black,2014,12,True,True
A706318,Hank,2015-08-09 18:49:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Orange Tabby,2015,8,False,True
A707412,,2015-07-14 08:09:00,Euthanasia,Dog,Female,6.0,German Shepherd,Black/Tan,2015,7,False,False
A654847,Chico,2015-05-29 00:00:00,Return_to_owner,Dog,Male,9.0,Labrador Retriever,Tan/Brown,2015,5,True,False
A633632,Munecca Meoe,2014-02-13 14:01:00,Transfer,Dog,Female,2.0,Chihuahua Longhair,Tan/White,2014,2,False,True
A718144,Yoakum,2015-12-28 17:17:00,Transfer,Dog,Male,2.0,Dachshund,Red/White,2015,12,True,True
A697145,,2015-02-23 18:14:00,Adoption,Dog,Female,1.0,Beagle,Tricolor,2015,2,True,True
A701486,,2015-04-30 17:01:00,Transfer,Cat,,0.0576923076923077,Domestic Shorthair,Brown Tabby/White,2015,4,,True
A704489,,2015-06-05 16:03:00,Transfer,Dog,Male,0.08333333333333333,Labrador Retriever,Black,2015,6,False,False
A684662,,2014-07-30 17:53:00,Adoption,Cat,Male,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,7,True,True
A691646,Tina,2014-12-02 14:32:00,Adoption,Cat,Female,0.16666666666666666,Domestic Shorthair,Brown Tabby,2014,12,True,True
